Rupture Index,Magnitude,Average Rake (degrees),Area (m^2),Length (m)
0,7.355087804186542,0.0,1.7992496053950567E9,59974.98429077252
1,7.531308597100864,0.0,2.6996807173228507E9,89989.35706784535
2,7.656312005511673,0.0,3.6001115004834905E9,120003.708444008
3,7.7532843231506074,0.0,4.500786134761151E9,150026.19920001895
4,7.899331996948358,0.0,6.299937091288361E9,120003.708444008
5,8.00850994236466,0.0,8.100545753527037E9,150026.19920001895
6,8.095645269781375,0.0,9.900330743346884E9,180021.79491728064
7,8.168072038942437,0.0,1.169705556541489E10,209959.43222925978
8,8.230097367244412,0.0,1.3492795871595886E10,239886.24023158537
9,8.284367532731697,0.0,1.528875692204029E10,269810.03320331656
10,8.33259588638179,0.0,1.7084433511863075E10,299733.99303691543
11,8.258326256357797,0.0,1.4398951555083347E10,180021.79491728064
12,8.332856684878811,0.0,1.7094695989971994E10,209959.43222925978
13,8.39641463139101,0.0,1.9788797246377018E10,239886.24023158537
14,8.451866709444259,0.0,2.248389447792647E10,269810.03320331656
15,8.501035177298753,0.0,2.5179091775242157E10,299733.99303691543
16,8.545203152505788,0.0,2.7874564123226776E10,329676.2178767681
17,8.585280184323206,0.0,3.0569276580258465E10,359596.4061130097
18,8.621994305573596,0.0,3.32659034949513E10,389540.03243033786
19,8.655872393677353,0.0,3.596478339204712E10,419517.32039764104
20,8.687291338347945,0.0,3.866307825840628E10,449491.46953900385
21,8.501166908428354,0.0,2.5186730318011337E10,239886.24023158537
22,8.559110930597285,0.0,2.878166265160068E10,269810.03320331656
23,8.610236853541416,0.0,3.2377391613773636E10,299733.99303691543
24,8.655966493133972,0.0,3.597257680673723E10,329676.2178767681
25,8.697318137672664,0.0,3.956609951407464E10,359596.4061130097
26,8.735102653798087,0.0,4.316261982547231E10,389540.03243033786
27,8.76988254835821,0.0,4.6761424231637566E10,419517.32039764104
28,8.80207238949355,0.0,5.0359059076802444E10,449491.46953900385
29,8.832022245348007,0.0,5.395447811718244E10,479450.477891492
30,8.86002595665154,0.0,5.754813298107575E10,509394.84744301473
31,8.88633326688981,0.0,6.114185037516523E10,539336.5645340667
32,8.911151906433352,0.0,6.473769691023422E10,569294.1465276597
33,8.934631383726085,0.0,6.833398505485889E10,599257.8405999498
34,8.69743427523711,0.0,3.957668157344484E10,299733.99303691543
35,8.744154723770237,0.0,4.407170750375224E10,329676.2178767681
36,8.786309676100977,0.0,4.856404760360222E10,359596.4061130097
37,8.824763348775136,0.0,5.306016442870808E10,389540.03243033786
38,8.860106092662148,0.0,5.755875275315411E10,419517.32039764104
39,8.89277683239821,0.0,6.205576739744084E10,449491.46953900385
40,8.923144229118812,0.0,6.655023310259846E10,479450.477891492
41,8.951513787745412,0.0,7.104265297386781E10,509394.84744301473
42,8.978142978654281,0.0,7.553502748293881E10,539336.5645340667
43,9.003246714510517,0.0,8.002987807931993E10,569294.1465276597
44,9.026980580889637,0.0,8.452516904259976E10,599257.8405999498
45,9.049475448867863,0.0,8.901863712017184E10,629215.4390838114
46,9.07085214874318,0.0,9.350991549457918E10,659150.6655045238
47,9.09122259550513,0.0,9.800046443976239E10,689077.8595341125
48,9.110684109703314,0.0,1.0249192961801685E11,718997.4038230284
49,9.129308948041881,0.0,1.0698294002688081E11,748908.4158657977
50,9.14715449348546,0.0,1.1147053715936172E11,778800.1347995042
51,9.164289011403076,0.0,1.1595637520704001E11,808676.7412935861
52,9.180777045618116,0.0,1.204433103245048E11,838569.259854082
53,9.196661640445237,0.0,1.2493015989710197E11,868467.73720256
54,9.211984553996594,0.0,1.2941667164280179E11,898361.5643332677
55,9.226782721661525,0.0,1.3390241520183653E11,928239.4171268666
56,9.241088985468723,0.0,1.38386807377188E11,958095.503781994
