Rupture Index,Magnitude,Average Rake (degrees),Area (m^2),Length (m)
5589,9.07911564448227,0.0,9.530620340280742E10,569206.984840911
5590,9.095179336613391,0.0,9.88974011809036E10,599120.6312529201
5591,9.110666950418423,0.0,1.0248788016424562E11,629034.5426719298
5592,9.12561982787064,0.0,1.0607801990514238E11,658948.4160061701
5593,9.140075091747057,0.0,1.0966819215858456E11,688858.1613689793
5594,9.154064145063469,0.0,1.1325822556371164E11,718760.0028528735
5595,9.167615444328568,0.0,1.1684794193346751E11,748655.7196101233
5596,9.180755382896251,0.0,1.2043730272398314E11,778547.520401049
5597,9.190353026206298,0.0,1.2312852433385497E11,808437.113549358
5598,9.199742158608018,0.0,1.258194601409615E11,838324.411367923
5599,9.208931225838572,0.0,1.2850999149137749E11,868207.0996324166
5600,9.217928737934098,0.0,1.3120017578359993E11,898084.8252884216
5601,9.226741450825507,0.0,1.3388969109777629E11,927954.6897982577
5602,9.23537690246605,0.0,1.3657858243284157E11,957817.148269869
5603,9.243842480451395,0.0,1.392669896685706E11,987674.4377282378
5604,9.25214504508038,0.0,1.4195502222296173E11,1017526.5532139372
5605,9.26029035387619,0.0,1.4464255339538342E11,1047372.8141938122
5606,7.35535737544236,0.0,1.800366766897154E9,60012.22701612087
5607,7.5313727619899975,0.0,2.700079611876129E9,90002.65534854736
5608,7.6561646100152885,0.0,3.59888986218186E9,119963.00237933779
5609,7.753091016793085,0.0,4.498783258886693E9,149959.44451551102
5610,7.95720062129312,0.0,7.197884961072058E9,119963.00237933779
5611,8.05411142795714,0.0,8.997374871485073E9,149959.44451551102
5612,8.133301976490195,0.0,1.079708329883529E10,179956.92327725666
5613,8.20022131253615,0.0,1.2595803076762857E10,209934.923281026
5614,8.258165627931598,0.0,1.4393626928775654E10,239894.15892873824
5615,8.30926527525463,0.0,1.6190861060199791E10,269843.13110005273
5616,8.354977728454521,0.0,1.7987982230722458E10,299791.9299181269
5617,8.309368391279413,0.0,1.6194705772418282E10,179956.92327725666
5618,8.376296107591925,0.0,1.8892996872326195E10,209934.923281026
5619,8.434252172036327,0.0,2.15902157096619E10,239894.15892873824
5620,8.485361659463619,0.0,2.428658912417777E10,269843.13110005273
5621,8.531078624609266,0.0,2.698258422971261E10,299791.9299181269
5622,8.57245259348267,0.0,2.967956669689382E10,329756.59890924837
5623,8.610227615016154,0.0,3.2376702872577885E10,359724.69930252153
5624,8.644968435929405,0.0,3.507304554023818E10,389677.142425881
5625,8.6771245382017,0.0,3.7768489581803825E10,419619.61480833223
5626,8.707063656644792,0.0,4.04639959707907E10,449558.5709184859
5627,8.559194647734461,0.0,2.8787211313686718E10,239894.15892873824
5628,8.610311413133434,0.0,3.2382950641397385E10,269843.13110005273
5629,8.65603217162577,0.0,3.5978017368315674E10,299791.9299181269
5630,8.697404757798402,0.0,3.9573991776730576E10,329756.59890924837
5631,8.735178833216526,0.0,4.317019163552776E10,359724.69930252153
5632,8.769923006600788,0.0,4.6765780665690056E10,389677.142425881
5633,8.794259656839976,0.0,4.94612247072557E10,419619.61480833223
5634,8.817305129894162,0.0,5.215673109624258E10,449558.5709184859
5635,8.839199644675684,0.0,5.485357071559129E10,479514.90870667057
5636,8.860039539483683,0.0,5.754993286514985E10,509470.3638175936
5637,8.879909005143503,0.0,6.024407063432569E10,539395.3911466472
5638,8.89890316595027,0.0,6.2937355520753426E10,569310.5785274184
5639,8.917104627431964,0.0,6.563114372921112E10,599231.8896869993
5640,8.355195215619714,0.0,1.7996992567032333E10,209925.62133576034
5641,8.75295772427009,0.0,4.497414205367204E10,299791.9299181269
5642,8.794329646267391,0.0,4.946919636183703E10,329756.59890924837
5643,8.824806168541281,0.0,5.306539622063422E10,359724.69930252153
5644,8.853278847634742,0.0,5.666098525079651E10,389677.142425881
5645,8.873462470431459,0.0,5.935642929236215E10,419619.61480833223
5646,8.892750015508241,0.0,6.205193568134903E10,449558.5709184859
5647,8.911226219656001,0.0,6.474877530069775E10,479514.90870667057
5648,8.928945285764014,0.0,6.74451374502563E10,509470.3638175936
5649,8.945955896617866,0.0,7.013927521943216E10,539395.3911466472
5650,8.962320180570835,0.0,7.283256010585988E10,569310.5785274184
5651,8.97809307429135,0.0,7.552634831431757E10,599231.8896869993
5652,8.993309105715028,0.0,7.82194099379284E10,629149.6770719766
5653,9.008008206503607,0.0,8.091213344441118E10,659066.3397397909
5654,9.022226858847212,0.0,8.360501337118747E10,688983.3533214985
5655,9.035995210903756,0.0,8.62979914889793E10,718897.2639377728
5656,9.049339796209887,0.0,8.899083630089034E10,748807.3032207665
5657,8.866874548874641,0.0,5.846283053414513E10,359724.69930252153
5658,8.892795393050873,0.0,6.205841956430742E10,389677.142425881
5659,8.911260347461079,0.0,6.475386360587306E10,419619.61480833223
5660,8.928972539189843,0.0,6.744936999485994E10,449558.5709184859
5661,8.945998831438258,0.0,7.014620961420866E10,479514.90870667057
5662,8.962379875083004,0.0,7.284257176376723E10,509470.3638175936
5663,8.97815264961245,0.0,7.553670953294308E10,539395.3911466472
5664,8.993367869464361,0.0,7.82299944193708E10,569310.5785274184
5665,9.00807072872481,0.0,8.092378262782849E10,599231.8896869993
5666,9.022288311104585,0.0,8.361684425143933E10,629149.6770719766
5667,9.036053464484002,0.0,8.63095677579221E10,659066.3397397909
5668,9.049396458508753,0.0,8.90024476846984E10,688983.3533214985
5669,9.062342165230255,0.0,9.169542580249022E10,718897.2639377728
5670,9.074912508717432,0.0,9.438827061440126E10,748807.3032207665
5671,9.087128159274553,0.0,9.708087748019934E10,778714.8008078806
5672,9.095082760515746,0.0,9.88754113233725E10,808618.510525956
5673,9.102893344906537,0.0,1.0066972824309387E11,838518.1352757859
5674,9.11056480883181,0.0,1.024637788785531E11,868413.1638338942
5675,9.118102285679242,0.0,1.0425763135205525E11,898304.499327361
5676,7.355350187384575,0.0,1.8003369690338187E9,60011.228827399114
5677,7.531388539702403,0.0,2.7001777063776307E9,90005.93097806707
5678,7.656177309209916,0.0,3.5989950988901978E9,119966.51876581267
5679,7.753072515655956,0.0,4.498591612598381E9,149953.06147417918
5680,7.957178022911833,0.0,7.197510430645945E9,119966.51876581267
5681,8.054068832585859,0.0,8.996492456048763E9,149953.06147417918
5682,8.133258320207123,0.0,1.0795998004462154E10,179945.8637346099
5683,8.200191867930528,0.0,1.2594949125564346E10,209925.18654593852
5684,8.258158502505815,0.0,1.4393390775664875E10,239893.41076829916
5685,8.309276916614884,0.0,1.6191295066132673E10,269852.2442324852
5686,8.354998102377863,0.0,1.7988826116126358E10,299807.48005165835
5687,8.309341363593408,0.0,1.6193697948679434E10,179945.8637346099
5688,8.376281494464862,0.0,1.8892361171351547E10,209925.18654593852
5689,8.434255605104209,0.0,2.1590386379689697E10,239893.41076829916
5690,8.485380747402425,0.0,2.428765658335229E10,269852.2442324852
5691,8.531105583877881,0.0,2.6984259254729427E10,299807.48005165835
5692,8.572477862024195,0.0,2.968129359429838E10,329774.28998663963
5693,8.610251056018637,0.0,3.2378450451072502E10,359741.0471441411
5694,8.644998408824664,0.0,3.507546619766618E10,389698.77948123537
5695,8.666699119909406,0.0,3.68726360928444E10,419645.95848513505
5696,8.687368788467914,0.0,3.866997387997813E10,449595.5157242143
5697,8.559206190638921,0.0,2.8787976446167873E10,239893.41076829916
5698,8.610333509326905,0.0,3.2384598276744957E10,269852.2442324852
5699,8.656060737794611,0.0,3.598038394008579E10,299807.48005165835
5700,8.697432262761264,0.0,3.957649817940483E10,329774.28998663963
5701,8.726064665933684,0.0,4.2273655036178955E10,359741.0471441411
5702,8.752924202556558,0.0,4.497067078277264E10,389698.77948123537
5703,8.76994213664092,0.0,4.676784067795085E10,419645.95848513505
5704,8.786319788944999,0.0,4.856517846508458E10,449595.5157242143
5705,8.80210920288738,0.0,5.036332799705066E10,479560.9609576741
5706,8.817340895367998,0.0,5.21610265436E10,509519.45995475264
5707,8.832045872154868,0.0,5.395741347136628E10,539452.9676890286
5708,8.84626486550984,0.0,5.575324274462913E10,569377.0726223956
5709,8.860035455093028,0.0,5.7549391629713196E10,599308.3079236092
5710,8.200359707353588,0.0,1.2599817573037926E10,209963.83750392505
5711,8.716762464824813,0.0,4.13778182535967E10,299807.48005165835
5712,8.752955700636353,0.0,4.497393249291574E10,329774.28998663963
5713,8.778249885163653,0.0,4.7671089349689865E10,359741.0471441411
5714,8.80215039490604,0.0,5.036810509628355E10,389698.77948123537
5715,8.817376266609756,0.0,5.216527499146176E10,419645.95848513505
5716,8.83208771847411,0.0,5.396261277859549E10,449595.5157242143
5717,8.846323435774092,0.0,5.576076231056157E10,479560.9609576741
5718,8.860103890233924,0.0,5.755846085711091E10,509519.45995475264
5719,8.873450898839803,0.0,5.935484778487719E10,539452.9676890286
5720,8.88639595879001,0.0,6.115067705814004E10,569377.0726223956
5721,8.898968510898563,0.0,6.2946825943224106E10,599308.3079236092
5722,8.911183146495674,0.0,6.474235385328856E10,629230.1301273071
5723,8.923061633544144,0.0,6.653757754649066E10,659148.3056354001
5724,8.934624785964083,0.0,6.8332946937948296E10,689069.7260090213
5725,8.945889220927196,0.0,7.012850780001894E10,718993.0966313079
5726,8.956868753651664,0.0,7.192405143705838E10,748914.5531995082
5727,7.35523220658951,0.0,1.7998479539000869E9,59994.93316647022
5728,7.531271781095153,0.0,2.699451869473207E9,89981.73483790607
5729,7.656119411415892,0.0,3.598515331755748E9,119950.51419194756
5730,7.753005823687188,0.0,4.497900843450383E9,149930.03350600367
5731,7.957147371594168,0.0,7.197002467391439E9,119950.51419194756
5732,8.054038480844962,0.0,8.995863735259348E9,149930.03350600367
5733,8.133231142320074,0.0,1.0795322417800268E10,179920.75328167915
5734,8.200180030780206,0.0,1.2594605841350538E10,209906.46601589947
5735,8.258164344268174,0.0,1.4393584384911072E10,239886.30355344212
5736,8.309298227118983,0.0,1.6192089581197605E10,269857.6094438886
5737,8.355027290114819,0.0,1.799003513759323E10,299820.0798213996
5738,8.309338916058088,0.0,1.6193606686686422E10,179920.75328167915
5739,8.376287856543858,0.0,1.8892637932196934E10,209906.46601589947
5740,8.434271457000442,0.0,2.1591174451389248E10,239886.30355344212
5741,8.485405327923782,0.0,2.428903127459027E10,269857.6094438886
5742,8.531136171202903,0.0,2.69861598229496E10,299820.0798213996
5743,8.572506779664671,0.0,2.968327000095651E10,329788.0237516685
5744,8.598049377977325,0.0,3.1481424039075466E10,359757.70042547025
5745,8.62217448741796,0.0,3.3279707865743095E10,389725.6189765996
5746,8.633747490019307,0.0,3.41784623787398E10,419684.108106256
5747,8.645021282227145,0.0,3.507731360146066E10,449645.82037618017
5748,7.899398538300569,0.0,6.300902424563441E9,119994.06949844104
5749,8.531175580757552,0.0,2.6988608764900158E10,239886.30355344212
5750,8.572553531576599,0.0,2.968646558810118E10,269857.6094438886
5751,8.610320043084156,0.0,3.238359413646051E10,299820.0798213996
5752,8.645063260788096,0.0,3.5080704314467415E10,329788.0237516685
5753,8.66677240086728,0.0,3.687885835258638E10,359757.70042547025
5754,8.687449286604968,0.0,3.867714217925401E10,389725.6189765996
5755,8.697425662272106,0.0,3.957589669225071E10,419684.108106256
5756,8.707179040320135,0.0,4.047474791497157E10,449645.82037618017
5757,8.716721695040425,0.0,4.1373934051769516E10,479618.69086226646
5758,8.726056680531745,0.0,4.2272877753915245E10,509583.48265561234
5759,8.735189575241368,0.0,4.31712594398403E10,539529.5353057822
5760,8.744131644040582,0.0,4.406936545880699E10,569466.4027551997
5761,8.75289432760576,0.0,4.496757737054807E10,599406.7933606864
5762,7.355229398184095,0.0,1.799836315041624E9,59994.54678639983
5763,7.531233605814364,0.0,2.699214592872615E9,89973.81970620844
5764,7.656116008497575,0.0,3.598487135635693E9,119949.56602275069
5765,7.753011814713872,0.0,4.497962891808966E9,149932.09229088583
5766,7.957172888304624,0.0,7.197425335824289E9,119949.56602275069
5767,8.05406831677405,0.0,8.99648177090393E9,149932.09229088583
5768,8.133257765417454,0.0,1.0795984213103432E10,179923.32194495073
5769,8.20020893636889,0.0,1.2595444136633596E10,209913.72782233506
5770,8.258194554755622,0.0,1.4394585670503002E10,239899.84818370335
5771,8.309330777100802,0.0,1.619330321061229E10,269878.70707671373
5772,8.355064047439813,0.0,1.7991557823959442E10,299847.76006538485
5773,7.531533704026267,0.0,2.7010804012961864E9,60016.247517253134
5774,8.284511966189328,0.0,1.5293842360150099E10,179923.32194495073
5775,8.355095924556036,0.0,1.799287845014451E10,209913.72782233506
5776,8.396485353307348,0.0,1.9792019984013916E10,239899.84818370335
5777,8.43426266837199,0.0,2.15907375241232E10,269878.70707671373
5778,8.469006659933417,0.0,2.3388992137470352E10,299847.76006538485
5779,8.501172661686784,0.0,2.5187063978454132E10,329814.1590685769
5780,8.51640471476911,0.0,2.6086127661567253E10,359782.95381784637
5781,8.531123524990551,0.0,2.698537402406925E10,389757.826473473
5782,7.355370263117614,0.0,1.8004201935770073E9,60014.00621499297
5783,7.531303737490413,0.0,2.699650508931238E9,89988.3534004824
5784,7.656170443137756,0.0,3.598938200188596E9,119964.60572956948
5785,7.753065493907326,0.0,4.498518879094965E9,149950.62868523487
5786,7.054525375251838,0.0,9.00593179679803E8,30019.770790119885
5787,7.899198534696744,0.0,6.298001364316823E9,119964.60572956948
5788,8.008312870638633,0.0,8.096870762880991E9,149950.62868523487
5789,8.09546150316007,0.0,9.89614241593282E9,179942.80884198323
5790,8.168013031784996,0.0,1.1695466404357304E10,209934.40656435865
5791,8.200194462815762,0.0,1.2595024379989086E10,239919.67187411457
5792,8.230148224243225,0.0,1.3494376006903578E10,269898.06212965335
5793,8.258163578300788,0.0,1.4393558998867281E10,299870.82662505796
5794,7.354299202911301,0.0,1.7959854500412116E9,59866.18467345153
5795,7.530327860046231,0.0,2.6935910876514463E9,89786.37290969316
5796,7.655320266936706,0.0,3.5918997914450383E9,119729.99922702127
5797,7.7523601213299,0.0,4.491218395139935E9,149707.28719432445
5798,7.956433475631634,0.0,7.185181695179405E9,119729.99922702127
5799,8.053471766038367,0.0,8.984132593801859E9,149707.28719432445
5800,8.132730078889136,0.0,1.0782874578063946E10,179681.43633568723
5801,8.19969838060773,0.0,1.2580645640454996E10,209640.4446881754
5802,8.257676878966686,0.0,1.4377437634725155E10,239584.8142396981
5803,8.30881897119221,0.0,1.6174230999922894E10,269526.53133075003
5804,8.354593127178859,0.0,1.7972059518198612E10,299484.1133243431
5805,8.308951937861142,0.0,1.6179183780479803E10,179681.43633568723
5806,8.375901212227989,0.0,1.8875825633624626E10,209640.4446881754
5807,8.433865698847486,0.0,2.1571011373469864E10,239584.8142396981
5808,8.484998065150512,0.0,2.426626471201819E10,269526.53133075003
5809,8.530766052393865,0.0,2.6963171178241226E10,299484.1133243431
5810,8.572172280166674,0.0,2.9660416320842815E10,329447.8073966332
5811,8.609957596488835,0.0,3.2356579194920242E10,359405.4058804948
5812,8.644697452011524,0.0,3.505116804075862E10,389340.6323012072
5813,8.676855062414553,0.0,3.774506181967582E10,419267.8263307959
5814,8.706793937361155,0.0,4.043887351537949E10,449187.3706197118
5815,8.558881629170575,0.0,2.8766470329475082E10,239584.8142396981
5816,8.610006027905152,0.0,3.2360187723564556E10,269526.53133075003
5817,8.655766730357897,0.0,3.5956034258633545E10,299484.1133243431
5818,8.697166888027375,0.0,3.955232240325821E10,329447.8073966332
5819,8.734946051108007,0.0,4.314705856090422E10,359405.4058804948
5820,8.76968279755578,0.0,4.6739921553130035E10,389340.6323012072
5821,8.801838832028192,0.0,5.033198393390039E10,419267.8263307959
5822,8.831780761386291,0.0,5.39244857169867E10,449187.3706197118
5823,8.859788990727333,0.0,5.751674128144705E10,479098.3826624811
5824,8.886080912896805,0.0,6.110633317208675E10,508990.1015961876
5825,8.910861673154209,0.0,6.469444796546889E10,538866.7080902695
5826,8.934310066577748,0.0,6.828344610959073E10,568759.2266507654
5827,8.956558215308464,0.0,7.187264111966791E10,598657.7039992433
5828,8.752717772738482,0.0,4.494930027924479E10,299484.1133243431
5829,8.794113582234946,0.0,4.944459124252462E10,329447.8073966332
5830,8.831890065953843,0.0,5.3938059320096695E10,359405.4058804948
5831,8.866625674379154,0.0,5.842933769450402E10,389340.6323012072
5832,8.898782606653844,0.0,6.291988663968724E10,419267.8263307959
5833,8.928727678175576,0.0,6.741135181794168E10,449187.3706197118
5834,8.956737769450516,0.0,7.190236222680565E10,479098.3826624811
5835,8.983030860645385,0.0,7.638995935928656E10,508990.1015961876
5836,9.007813129859397,0.0,8.087579740696483E10,538866.7080902695
5837,9.031262836877715,0.0,8.536273252442964E10,568759.2266507654
5838,9.053510564948752,0.0,8.98495820970268E10,598657.7039992433
5839,9.074672369512086,0.0,9.433609384272662E10,628551.5311299511
5840,9.094847382093114,0.0,9.882183740176137E10,658429.38392355
5841,9.114120947364214,0.0,1.0330622957711285E11,688285.4705786774
5842,9.132570731965405,0.0,1.0778946496715033E11,718126.0070348125
5843,9.150266145661762,0.0,1.122720750668042E11,747959.5777469391
5844,9.167267984634943,0.0,1.1675449437648923E11,777798.1211447031
5845,9.183629590965618,0.0,1.212370141364708E11,807647.1887931227
5846,9.19939606820574,0.0,1.2571923411518622E11,837501.2987736857
5847,9.214608225661829,0.0,1.3020087442685118E11,867351.4740763262
5848,9.229301196128262,0.0,1.3468117223227989E11,897189.52197725
5849,9.243509484242114,0.0,1.3916024722001947E11,927016.6536712263
5850,9.257265029257125,0.0,1.436384638478951E11,956837.6394796667
5851,9.270596389257292,0.0,1.4811605171607544E11,986654.5897000814
5852,9.283528091097267,0.0,1.5259272997086432E11,1016464.4948863927
5853,9.296083473361303,0.0,1.5706855164778912E11,1046269.1704866975
5854,9.308284523951516,0.0,1.615438032000337E11,1076070.6143882733
5855,9.320150591321148,0.0,1.6601846104502936E11,1105867.0086067433
5856,9.33169882574889,0.0,1.7049224558291568E11,1135657.5684330664
5857,9.34294546803582,0.0,1.749650421539191E11,1165440.2598923696
5858,9.353905492564696,0.0,1.7943672017873846E11,1195215.8509828874
5859,9.36459285564101,0.0,1.839071852144021E11,1224985.3823169486
5860,9.375021111258889,0.0,1.8837660454532425E11,1254751.625772421
5861,9.385202038493413,0.0,1.928447868290689E11,1284510.8046011778
5862,9.395146968454432,0.0,1.9731170258311688E11,1314258.6008879042
5863,9.404866083360535,0.0,2.0177714359660577E11,1343991.095150561
5864,9.414369692273738,0.0,2.062412770741648E11,1373711.8638138275
5865,9.423667826586838,0.0,2.107044626217008E11,1403426.9945905746
5866,9.432768900527165,0.0,2.1516658046777115E11,1433135.513333491
5867,9.441680196739846,0.0,2.1962719957376898E11,1462832.868711819
5868,9.45041027544318,0.0,2.2408676777251013E11,1492522.3453280593
5869,9.458966862813899,0.0,2.285455708788501E11,1522208.2539349934
5870,9.46735709556835,0.0,2.3300382545025778E11,1551892.1102191398
5871,9.475587093882417,0.0,2.37461419040445E11,1581572.2441093011
5872,9.483662725361508,0.0,2.4191828731788574E11,1611246.9638578051
5873,9.491589509747227,0.0,2.463743504994344E11,1640915.4464133156
5874,9.49937273134257,0.0,2.508295636361553E11,1670576.7078207175
5875,9.507017744464935,0.0,2.5528408705614276E11,1700233.0549670209
5876,9.514529336142946,0.0,2.5973791156007507E11,1729885.2696430534
5877,9.521911994876199,0.0,2.641909953900365E11,1759532.464435196
5878,9.5291697665616,0.0,2.6864316219671075E11,1789172.6283829857
5879,9.536306707743467,0.0,2.7309436560133148E11,1818805.479651003
5880,9.543326672991697,0.0,2.775445559475808E11,1848430.8208257924
5881,9.550234303313982,0.0,2.8199431369370667E11,1878054.515208274
5882,9.557030286775944,0.0,2.8644176561154114E11,1907658.7718286691
5883,9.563713825931263,0.0,2.9088403680784357E11,1937213.148899603
5884,9.570294290230464,0.0,2.953251003474429E11,1966762.1316164818
5885,9.57677921133331,0.0,2.9976801250160736E11,1996331.0299186637
5886,9.583171821112021,0.0,3.042130955870232E11,2025918.8192295895
5887,9.58947265650724,0.0,3.086588599497351E11,2055513.192982894
5888,9.591964415070818,0.0,3.1043487791359094E11,2085102.326078275
5889,8.911098981649566,0.0,6.472980819923809E10,359405.4058804948
5890,8.945835546118843,0.0,7.011984108664212E10,389340.6323012072
5891,8.977994693592214,0.0,7.550924125454622E10,419267.8263307959
5892,9.007942498921459,0.0,8.089989256959862E10,449187.3706197118
5893,9.035954220281859,0.0,8.628984668060832E10,479098.3826624811
5894,9.062249323040763,0.0,9.16758254990143E10,508990.1015961876
5895,9.087033722166067,0.0,9.705976956565926E10,538866.7080902695
5896,9.110484853448403,0.0,1.0244491659486516E11,568759.2266507654
5897,9.13273256887991,0.0,1.0782963951500679E11,598657.7039992433
5898,9.153893873475013,0.0,1.1321382965208441E11,628551.5311299511
5899,9.174069172070837,0.0,1.1859730012025102E11,658429.38392355
5900,9.193344410980295,0.0,1.2397955199550249E11,688285.4705786774
5901,9.211796642589785,0.0,1.2936068742838203E11,718126.0070348125
5902,9.229494433201733,0.0,1.347411113204817E11,747959.5777469391
5903,9.24370693544428,0.0,1.3922353063016672E11,777798.1211447031
5904,9.257469330567002,0.0,1.437060503901483E11,807647.1887931227
5905,9.27080809138836,0.0,1.4818827036886365E11,837501.2987736857
5906,9.283747699495894,0.0,1.526699106805286E11,867351.4740763262
5907,9.296309195566169,0.0,1.5715020848595728E11,897189.52197725
5908,9.308514268149697,0.0,1.6162928347369684E11,927016.6536712263
5909,9.320383449534432,0.0,1.6610750010157248E11,956837.6394796667
5910,9.33193525830291,0.0,1.705850879697528E11,986654.5897000814
5911,9.343185487849109,0.0,1.750617662245417E11,1016464.4948863927
5912,9.354149555980609,0.0,1.795375879014665E11,1046269.1704866975
5913,9.364842284866882,0.0,1.8401283945371106E11,1076070.6143882733
5914,9.375276694417867,0.0,1.8848749729870673E11,1105867.0086067433
5915,9.385464310595612,0.0,1.9296128183659305E11,1135657.5684330664
5916,9.395416240936006,0.0,1.9743407840759647E11,1165440.2598923696
5917,9.405142814353109,0.0,2.0190575643241583E11,1195215.8509828874
5918,9.414653759444459,0.0,2.0637622146807947E11,1224985.3823169486
5919,9.42395871887759,0.0,2.1084564079900162E11,1254751.625772421
5920,9.43306599459321,0.0,2.1531382308274628E11,1284510.8046011778
5921,9.441983701422313,0.0,2.1978073883679425E11,1314258.6008879042
5922,9.450719116059018,0.0,2.2424617985028314E11,1343991.095150561
5923,9.45927980207924,0.0,2.2871031332784216E11,1373711.8638138275
5924,9.467673233440777,0.0,2.3317349887537817E11,1403426.9945905746
5925,9.475905567816664,0.0,2.3763561672144852E11,1433135.513333491
5926,9.483982062777217,0.0,2.4209623582744635E11,1462832.868711819
5927,9.491909247465781,0.0,2.465558040261875E11,1492522.3453280593
5928,9.499693003205975,0.0,2.5101460713252747E11,1522208.2539349934
5929,9.507338772698894,0.0,2.5547286170393515E11,1551892.1102191398
5930,9.514851159049993,0.0,2.5993045529412238E11,1581572.2441093011
5931,9.522234611798346,0.0,2.643873235715631E11,1611246.9638578051
5932,9.5294933330869,0.0,2.6884338675311176E11,1640915.4464133156
5933,9.536631374186205,0.0,2.7329859988983267E11,1670576.7078207175
5934,9.5436529108337,0.0,2.7775312330982007E11,1700233.0549670209
5935,9.550561653616803,0.0,2.8220694781375244E11,1729885.2696430534
5936,9.557361088854087,0.0,2.866600316437139E11,1759532.464435196
5937,9.565383308865538,0.0,2.920043850910368E11,1789172.6283829857
5938,9.573258370116257,0.0,2.973476040231532E11,1818805.479651003
5939,9.580991442117035,0.0,3.0268961708258167E11,1848430.8208257924
5940,9.588588464507449,0.0,3.0803109151051447E11,1878054.515208274
5941,9.596051372222004,0.0,3.1337003836812964E11,1907658.7718286691
5942,9.60338072281061,0.0,3.187034974881607E11,1937213.148899603
5943,9.609390737185459,0.0,3.2314456102776E11,1966762.1316164818
5944,9.615321166217793,0.0,3.275874731819245E11,1996331.0299186637
5945,9.621174542556943,0.0,3.3203255626734033E11,2025918.8192295895
5946,9.62695095493526,0.0,3.3647832063005225E11,2055513.192982894
5947,9.629237240374017,0.0,3.382543385939081E11,2085102.326078275
5948,9.036014047319668,0.0,8.63017345296675E10,419267.8263307959
5949,9.062327766940552,0.0,9.16923858447199E10,449187.3706197118
5950,9.087134701650152,0.0,9.70823399557296E10,479098.3826624811
5951,9.110584050809374,0.0,1.0246831877413557E11,508990.1015961876
5952,9.13282367689196,0.0,1.0785226284078053E11,538866.7080902695
5953,9.1539843189697,0.0,1.1323740986998643E11,568759.2266507654
5954,9.174160097838922,0.0,1.1862213279012807E11,598657.7039992433
5955,9.19343817805523,0.0,1.2400632292720569E11,628551.5311299511
5956,9.21189434711842,0.0,1.293897933953723E11,658429.38392355
5957,9.229594127251346,0.0,1.3477204527062376E11,688285.4705786774
5958,9.246597247505145,0.0,1.4015318070350327E11,718126.0070348125
5959,9.262957557198146,0.0,1.4553360459560294E11,747959.5777469391
5960,9.2761319069728,0.0,1.5001602390528796E11,777798.1211447031
5961,9.288918632280819,0.0,1.5449854366526953E11,807647.1887931227
5962,9.301338807198473,0.0,1.589807636439849E11,837501.2987736857
5963,9.31341209664074,0.0,1.6346240395564984E11,867351.4740763262
5964,9.325155337613921,0.0,1.6794270176107852E11,897189.52197725
5965,9.336586305395297,0.0,1.7242177674881808E11,927016.6536712263
5966,9.347721993648555,0.0,1.7689999337669373E11,956837.6394796667
5967,9.358577771032843,0.0,1.8137758124487405E11,986654.5897000814
5968,9.36916667212482,0.0,1.8585425949966293E11,1016464.4948863927
5969,9.379501574566074,0.0,1.9033008117658774E11,1046269.1704866975
5970,9.389594971903016,0.0,1.948053327288323E11,1076070.6143882733
5971,9.39945781357773,0.0,1.9927999057382797E11,1105867.0086067433
5972,9.409099772906181,0.0,2.037537751117143E11,1135657.5684330664
5973,9.41853024722876,0.0,2.082265716827177E11,1165440.2598923696
5974,9.42775800430039,0.0,2.1269824970753708E11,1195215.8509828874
5975,9.436791339262003,0.0,2.171687147432007E11,1224985.3823169486
5976,9.44563855361594,0.0,2.2163813407412286E11,1254751.625772421
5977,9.454306753411018,0.0,2.2610631635786752E11,1284510.8046011778
5978,9.462802936732842,0.0,2.305732321119155E11,1314258.6008879042
5979,9.47113336676951,0.0,2.350386731254044E11,1343991.095150561
5980,9.479304638032843,0.0,2.395028066029634E11,1373711.8638138275
5981,9.487323313798786,0.0,2.4396599215049942E11,1403426.9945905746
5982,9.495194748687643,0.0,2.4842810999656976E11,1433135.513333491
5983,9.502923478661138,0.0,2.528887291025676E11,1462832.868711819
5984,9.510515295524224,0.0,2.5734829730130875E11,1492522.3453280593
5985,9.517975408852939,0.0,2.618071004076487E11,1522208.2539349934
5986,9.525308641989241,0.0,2.662653549790564E11,1551892.1102191398
5987,9.532519043431304,0.0,2.7072294856924362E11,1581572.2441093011
5988,9.539610541336314,0.0,2.751798168466844E11,1611246.9638578051
5989,9.546586851227795,0.0,2.7963588002823303E11,1640915.4464133156
5990,9.553451566635488,0.0,2.840910931649539E11,1670576.7078207175
5991,9.56020842236791,0.0,2.8854561658494135E11,1700233.0549670209
5992,9.566860725753934,0.0,2.929994410888737E11,1729885.2696430534
5993,9.573411586343774,0.0,2.974525249188352E11,1759532.464435196
5994,9.581145311551701,0.0,3.027968783661581E11,1789172.6283829857
5995,9.588742124921772,0.0,3.081400972982745E11,1818805.479651003
5996,9.59620666304539,0.0,3.1348211035770294E11,1848430.8208257924
5997,9.603544333721697,0.0,3.1882358478563574E11,1878054.515208274
5998,9.610756700574237,0.0,3.241625316432509E11,1907658.7718286691
5999,9.617844011825078,0.0,3.29495990763282E11,1937213.148899603
6000,9.62365848269915,0.0,3.339370543028813E11,1966762.1316164818
6001,9.629398507479198,0.0,3.383799664570458E11,1996331.0299186637
6002,9.635066405596806,0.0,3.428250495424616E11,2025918.8192295895
6003,9.640662136861508,0.0,3.472708139051735E11,2055513.192982894
