Rupture Index,Magnitude,Average Rake (degrees),Area (m^2),Length (m)
3354,8.684711326442905,0.0,6.8346564798604774E10,389437.7063945385
3355,8.717701961418543,0.0,7.3740718136255E10,419407.7369911162
3356,8.7483645560012,0.0,7.913525230463988E10,449379.53158160497
3357,8.776996545447085,0.0,8.452827622740837E10,479338.6133434464
3358,8.79948332911169,0.0,8.902025237373256E10,509280.7354135058
3359,8.820861071316855,0.0,9.351183667626991E10,539213.5418693535
3360,8.841242258518117,0.0,9.800490159069829E10,569141.2280533639
3361,8.860707820079263,0.0,1.0249752534008672E11,599069.8608353615
3362,8.87932442524782,0.0,1.0698675271252533E11,628985.3043307847
3363,8.897169537987397,0.0,1.1147439870881827E11,658886.2503157973
3364,8.914312962112188,0.0,1.159627702159373E11,688792.0443356363
3365,8.930803108811874,0.0,1.2045053868025E11,718701.6926850377
3366,8.946688595226318,0.0,1.2493791402130048E11,748609.5426444674
3367,8.962012665155356,0.0,1.2942504884890683E11,778508.2939024335
3368,8.976812569179,0.0,1.3391161816577031E11,808392.8283509093
3369,8.991122657692067,0.0,1.3839753737146576E11,838266.2589723165
3370,9.004974700435062,0.0,1.4288295405422964E11,868134.7839343952
3371,9.015743592497802,0.0,1.464702168493091E11,898002.8204551724
3372,8.77238739066186,0.0,8.363592272136145E10,419407.7369911162
3373,8.799533109987046,0.0,8.903045688974632E10,449379.53158160497
3374,8.825074485690171,0.0,9.442348081251482E10,479338.6133434464
3375,8.84525861878057,0.0,9.8915456958839E10,509280.7354135058
3376,8.864544547773603,0.0,1.0340704126137636E11,539213.5418693535
3377,8.883016287279288,0.0,1.0790010617580473E11,569141.2280533639
3378,8.90073261557554,0.0,1.1239272992519316E11,599069.8608353615
3379,8.917741852363804,0.0,1.1688195729763177E11,628985.3043307847
3380,8.934104290970838,0.0,1.2136960329392471E11,658886.2503157973
3381,8.949875080225883,0.0,1.2585797480104375E11,688792.0443356363
3382,8.965091177038369,0.0,1.3034574326535645E11,718701.6926850377
3383,8.979790887456994,0.0,1.3483311860640692E11,748609.5426444674
3384,8.994008547883439,0.0,1.393202534340133E11,778508.2939024335
3385,9.007773767950583,0.0,1.438068227508768E11,808392.8283509093
3386,9.021114157434441,0.0,1.4829274195657224E11,838266.2589723165
3387,9.034055519028657,0.0,1.5277815863933612E11,868134.7839343952
3388,9.044134956152844,0.0,1.563654214344156E11,898002.8204551724
3389,9.053985174684616,0.0,1.599524693623692E11,927873.2274026658
3390,9.063615728318931,0.0,1.6353906614406064E11,957742.0758557562
3391,9.073036147324753,0.0,1.6712520113122852E11,987607.0945574956
3392,9.082254065890483,0.0,1.7071035745622913E11,1017461.7959680705
3393,9.091278162413671,0.0,1.742946185691061E11,1047307.4548089162
3394,8.84921599976797,0.0,9.982091512602574E10,479338.6133434464
3395,8.86833241457842,0.0,1.0431289127234993E11,509280.7354135058
3396,8.886641171264747,0.0,1.0880447557488728E11,539213.5418693535
3397,8.904214873837837,0.0,1.1329754048931566E11,569141.2280533639
3398,8.921103400313518,0.0,1.1779016423870409E11,599069.8608353615
3399,8.937347624225323,0.0,1.222793916111427E11,628985.3043307847
3400,8.95300067909493,0.0,1.2676703760743564E11,658886.2503157973
3401,8.96811153080244,0.0,1.3125540911455467E11,688792.0443356363
3402,8.982712315884614,0.0,1.3574317757886737E11,718701.6926850377
3403,8.996836935377008,0.0,1.4023055291991785E11,748609.5426444674
3404,9.010515888655489,0.0,1.447176877475242E11,778508.2939024335
3405,9.023775473564074,0.0,1.492042570643877E11,808392.8283509093
3406,9.03664035347352,0.0,1.5369017627008313E11,838266.2589723165
3407,9.049133702087962,0.0,1.5817559295284702E11,868134.7839343952
3408,9.058873025420068,0.0,1.6176285574792648E11,898002.8204551724
3409,9.068398155790456,0.0,1.653499036758801E11,927873.2274026658
3410,9.077717692667445,0.0,1.6893650045757153E11,957742.0758557562
3411,9.086840272853163,0.0,1.725226354447394E11,987607.0945574956
3412,9.095772750619172,0.0,1.7610779176974002E11,1017461.7959680705
3413,9.104523039741645,0.0,1.79692052882617E11,1047307.4548089162
3414,9.113098904137757,0.0,1.832756397723444E11,1077146.7702928095
3415,9.121507519007478,0.0,1.8685871950000482E11,1106981.6792105534
3416,9.129754824927486,0.0,1.904411009428693E11,1136810.0216217446
3417,9.137846860418648,0.0,1.9402278222678946E11,1166632.743926363
3418,9.145789834383704,0.0,1.9760399052363165E11,1196452.1138644917
3419,7.10491368677989,0.0,1.7985283937659068E9,59950.946468657836
3420,7.280859320325213,0.0,2.696889343989932E9,89896.31489758102
3421,7.405818820131859,0.0,3.596025525094981E9,119867.51327045105
3422,7.502778415134129,0.0,4.495546232587881E9,149851.53864873544
3423,7.706963847625078,0.0,7.193961800421417E9,119867.51327045105
3424,7.803949180195119,0.0,8.99401417277158E9,149851.53864873544
3425,7.883119377713328,0.0,1.079254462273863E10,179812.13508540383
3426,7.950028812952274,0.0,1.2590221259923445E10,209774.34808548648
3427,8.008048250997591,0.0,1.4389737279113647E10,239761.77255205667
3428,8.05923120085807,0.0,1.618959078665645E10,269759.4060950529
3429,8.104989834275282,0.0,1.7988483647559235E10,299744.50410553464
3430,8.059293947084582,0.0,1.6191930006441883E10,179812.13508540383
3431,8.126190978918578,0.0,1.8888424036139263E10,209774.34808548648
3432,8.184198276933488,0.0,2.1587536569037647E10,239761.77255205667
3433,8.235372118024468,0.0,2.4287173994861233E10,269759.4060950529
3434,8.281124693886168,0.0,2.698544665488586E10,299744.50410553464
3435,8.322490265365786,0.0,2.9682141297652428E10,329706.8671067857
3436,8.360241917923064,0.0,3.2377769174651646E10,359653.3268926973
3437,8.39497220984764,0.0,3.50733503185249E10,389601.9875697522
3438,8.427146187857545,0.0,3.777037239663031E10,419571.2511928954
3439,8.457102320718718,0.0,4.046759853627728E10,449543.93002712034
3440,7.918086018543166,0.0,1.1697432090990492E10,149954.0171827387
3441,8.309164909193797,0.0,2.878524015971193E10,239761.77255205667
3442,8.360333521918344,0.0,3.238459921566812E10,269759.4060950529
3443,8.406085592938592,0.0,3.5982443197673096E10,299744.50410553464
3444,8.447454589445856,0.0,3.957853282576257E10,329706.8671067857
3445,8.485210102229896,0.0,4.317329998585354E10,359653.3268926973
3446,8.519941341621571,0.0,4.676775506473896E10,389601.9875697522
3447,8.552113406538057,0.0,5.03638154798675E10,419571.2511928954
3448,8.582067752370993,0.0,5.39601319745203E10,449543.93002712034
3449,8.610078810573269,0.0,5.7555137060360466E10,479499.3426201757
3450,8.636382979075433,0.0,6.1148849479417725E10,509441.62271057465
3451,8.661183789035311,0.0,6.4742449639920006E10,539378.0827798211
3452,8.684654890793103,0.0,6.833768387418427E10,569324.5688840761
3453,8.70691945494355,0.0,7.193244864078647E10,599271.3277681202
3454,8.485278506538465,0.0,4.3180100614746056E10,299744.50410553464
3455,8.528292559438684,0.0,4.767577380107316E10,329706.8671067857
3456,8.567414826928841,0.0,5.216990687435892E10,359653.3268926973
3457,8.603297613093435,0.0,5.666343357462779E10,389601.9875697522
3458,8.63645141410582,0.0,6.115848593099002E10,419571.2511928954
3459,8.667254959799882,0.0,6.565386610875594E10,449543.93002712034
3460,8.696010643863836,0.0,7.014811755709811E10,479499.3426201757
3461,8.717708509520726,0.0,7.374182997615536E10,509441.62271057465
3462,8.738373081142585,0.0,7.733543013665767E10,539378.0827798211
3463,8.758107659433758,0.0,8.093066437092194E10,569324.5688840761
3464,8.776981917266632,0.0,8.452542913752412E10,599271.3277681202
3465,8.795055167824138,0.0,8.811719317493759E10,629192.203946955
3466,8.812400820003528,0.0,9.170781081730182E10,659103.2997384919
3467,8.829082857743042,0.0,9.5299008595398E10,689016.946150501
3468,8.845144583754278,0.0,9.888948757874002E10,718930.8575695107
3469,8.860631977451806,0.0,1.024796273196368E11,748844.730903751
3470,8.630073178149612,0.0,6.026684856775159E10,359653.3268926973
3471,8.66729261119979,0.0,6.565955825998416E10,389601.9875697522
3472,8.701581256594455,0.0,7.105369051609648E10,419571.2511928954
3473,8.728223713587157,0.0,7.554907069386238E10,449543.93002712034
3474,8.75331966458401,0.0,8.004332214220456E10,479499.3426201757
3475,8.772393164044548,0.0,8.363703456126181E10,509441.62271057465
3476,8.790663550290432,0.0,8.723063472176411E10,539378.0827798211
3477,8.808204059824613,0.0,9.082586895602838E10,569324.5688840761
3478,8.825061390507859,0.0,9.442063372263057E10,599271.3277681202
3479,8.841275475396243,0.0,9.801239776004404E10,629192.203946955
3480,8.856901041471046,0.0,1.0160301540240826E11,659103.2997384919
3481,8.871986277062145,0.0,1.0519421318050444E11,689016.946150501
3482,8.886562198429587,0.0,1.0878469216384647E11,718930.8575695107
3483,8.900663450765046,0.0,1.1237483190474324E11,748844.730903751
3484,8.914321328403956,0.0,1.1596500415818541E11,778754.4762665601
3485,8.92756224605413,0.0,1.195550375633125E11,808656.3177504544
3486,8.940410266826316,0.0,1.2314475393306834E11,838552.0345077042
3487,8.952887873209288,0.0,1.2673411472358397E11,868443.83529863
3488,8.96201362982701,0.0,1.2942533633345578E11,898333.4284469389
3489,8.733378460877699,0.0,7.64511248296074E10,419571.2511928954
3490,8.758192655896389,0.0,8.09465050073733E10,449543.93002712034
3491,8.781659612467877,0.0,8.544075645571548E10,479499.3426201757
3492,8.799552680163687,0.0,8.903446887477274E10,509441.62271057465
3493,8.816737099442394,0.0,9.262806903527504E10,539378.0827798211
3494,8.833274732243309,0.0,9.62233032695393E10,569324.5688840761
3495,8.849203612667669,0.0,9.98180680361415E10,599271.3277681202
3496,8.864556268606288,0.0,1.0340983207355496E11,629192.203946955
3497,8.879380022277292,0.0,1.0700044971591919E11,659103.2997384919
3498,8.893716731202986,0.0,1.1059164749401537E11,689016.946150501
3499,8.907592514825641,0.0,1.1418212647735739E11,718930.8575695107
3500,8.921037405045146,0.0,1.1777226621825417E11,748844.730903751
3501,8.934078652499021,0.0,1.2136243847169633E11,778754.4762665601
3502,8.946739196527291,0.0,1.2495247187682343E11,808656.3177504544
3503,8.959040019762757,0.0,1.2854218824657927E11,838552.0345077042
3504,8.971000844059567,0.0,1.321315490370949E11,868443.83529863
3505,8.97975755566727,0.0,1.348227706469667E11,898333.4284469389
3506,8.98834028628869,0.0,1.375137064540732E11,928220.7262655039
3507,8.99675542982098,0.0,1.4020423780448923E11,958103.4145299975
3508,9.00500955625263,0.0,1.4289442209671164E11,987981.1401860025
3509,9.013107731864698,0.0,1.4558393741088803E11,1017851.0046958386
3510,9.021055835169419,0.0,1.482728287459533E11,1047713.4631674499
3511,7.105012402617674,0.0,1.798937249095829E9,59964.582831955006
3512,7.281054423615835,0.0,2.6981011732865467E9,89936.72159338904
3513,7.406049521212447,0.0,3.5979362753264365E9,119931.225346055
3514,7.503060576157868,0.0,4.498467940183701E9,149948.9486095099
3515,7.707153625760618,0.0,7.197106110489157E9,119931.225346055
3516,7.804142208714065,0.0,8.998012586543142E9,149948.9486095099
3517,7.883321398667659,0.0,1.0797566168865929E10,179939.3769419364
3518,7.95020030501753,0.0,1.2595193811684229E10,209899.72397272685
3519,8.008197513025836,0.0,1.4394683722097246E10,239896.16610890007
3520,8.059359980759625,0.0,1.6194392149447462E10,269893.6448706457
3521,8.105101559957996,0.0,1.799311192737503E10,299871.644874415
3522,8.059425105958688,0.0,1.6196820785563038E10,179939.3769419364
3523,8.126307946175658,0.0,1.8893511890663876E10,209899.72397272685
3524,8.184295852321243,0.0,2.1592387312771526E10,239896.16610890007
3525,8.235455141159468,0.0,2.4291817370254353E10,269893.6448706457
3526,8.281199712972272,0.0,2.6990108470162266E10,299871.644874415
3527,8.322566137797137,0.0,2.9687327307497967E10,329830.88052212726
3528,8.360321472492824,0.0,3.2383700722013836E10,359779.8526934418
3529,8.395050775687755,0.0,3.5079695827548676E10,389728.65151151596
3530,8.427218688734563,0.0,3.777667829472989E10,419693.3205026374
3531,8.457169024345575,0.0,4.0473814470413956E10,449661.4208959106
3532,7.758411247898144,0.0,8.098705092116466E9,119977.51177209543
3533,8.281207550850208,0.0,2.6990595575866245E10,239896.16610890007
3534,8.335571130457778,0.0,3.058976268575738E10,269893.6448706457
3535,8.383865690424562,0.0,3.4187765887235218E10,299871.644874415
3536,8.427309385345598,0.0,3.778456828280855E10,329830.88052212726
3537,8.466788591873108,0.0,4.138030761051921E10,359779.8526934418
3538,8.502969623688054,0.0,4.497537433743751E10,389728.65151151596
3539,8.53637496316208,0.0,4.857134874585241E10,419693.3205026374
3540,8.567395194815319,0.0,5.21675486046496E10,449661.4208959106
3541,8.596341935648482,0.0,5.576313763481188E10,479613.86401927005
3542,8.616842984879627,0.0,5.845858167637753E10,509556.3364017213
3543,8.636420183193211,0.0,6.115408806536441E10,539495.2925118749
3544,8.65516187954774,0.0,6.385092768471312E10,569451.6303000596
3545,8.673125021492002,0.0,6.6547289834271675E10,599407.0854109826
3546,8.457297591302844,0.0,4.048579797808162E10,299871.644874415
3547,8.503035126944082,0.0,4.498215834928673E10,329830.88052212726
3548,8.544400337931142,0.0,4.947724930391188E10,359779.8526934418
3549,8.582159229555865,0.0,5.397149902279388E10,389728.65151151596
3550,8.61690220297264,0.0,5.846655333095886E10,419693.3205026374
3551,8.642825719343955,0.0,6.206275318975605E10,449661.4208959106
3552,8.667284567834757,0.0,6.5658342219918335E10,479613.86401927005
3553,8.684757211299502,0.0,6.8353786261483986E10,509556.3364017213
3554,8.701554375150984,0.0,7.104929265047087E10,539495.2925118749
3555,8.717733846643792,0.0,7.374613226981956E10,569451.6303000596
3556,8.73332943155388,0.0,7.644249441937811E10,599407.0854109826
3557,8.748372128733482,0.0,7.913663218855399E10,629332.1127400361
3558,8.762906659588353,0.0,8.182991707498172E10,659247.3001208074
3559,8.776973059966197,0.0,8.452370528343942E10,689168.6112803882
3560,8.790594501297099,0.0,8.721676690705028E10,719086.3986653655
3561,8.803800039332533,0.0,8.990949041353304E10,749003.0613331798
3562,8.589366770394706,0.0,5.487468361742279E10,359779.8526934418
3563,8.623553949306062,0.0,5.936893333630479E10,389728.65151151596
3564,8.655250700217865,0.0,6.386398764446977E10,419693.3205026374
3565,8.679042185538009,0.0,6.746018750326696E10,449661.4208959106
3566,8.701594006551659,0.0,7.105577653342924E10,479613.86401927005
3567,8.717763810848114,0.0,7.37512205749949E10,509556.3364017213
3568,8.733353477313416,0.0,7.64467269639818E10,539495.2925118749
3569,8.748410182338043,0.0,7.914356658333049E10,569451.6303000596
3570,8.762959790975422,0.0,8.183992873288904E10,599407.0854109826
3571,8.777026294017963,0.0,8.453406650206491E10,629332.1127400361
3572,8.790647203295126,0.0,8.722735138849265E10,659247.3001208074
3573,8.803856305280885,0.0,8.992113959695035E10,689168.6112803882
3574,8.81667207423269,0.0,9.26142012205612E10,719086.3986653655
3575,8.82911893142049,0.0,9.530692472704396E10,749003.0613331798
3576,8.841219671620614,0.0,9.799980465382024E10,778920.0749148873
3577,8.852992791853255,0.0,1.0069278277161205E11,808833.9855311617
3578,8.86445460423842,0.0,1.0338562758352309E11,838744.0248141553
3579,8.875620706235031,0.0,1.0607823444932118E11,868651.5224012694
3580,8.88290623935239,0.0,1.0787276829249432E11,898555.2321193449
3581,7.105125493349993,0.0,1.799405755733328E9,59980.187716233566
3582,7.281232493126096,0.0,2.6992076773256235E9,89973.58794591695
3583,7.406198394282416,0.0,3.5991698351627207E9,119972.32269736714
3584,7.503164511783568,0.0,4.499544646359442E9,149984.81677331607
3585,7.7072674022884895,0.0,7.1989918584299755E9,119972.32269736714
3586,7.804199291566297,0.0,8.99919534748343E9,149984.81677331607
3587,7.883364587604563,0.0,1.0798640000400362E10,179979.51892398403
3588,7.95024606030198,0.0,1.259652085519547E10,209940.10671172963
3589,8.008222226698384,0.0,1.439550288059829E10,239926.64942009613
3590,8.05937650755619,0.0,1.6195008429011677E10,269919.45168052684
3591,8.105122018275647,0.0,1.7993959550113873E10,299898.77449185547
3592,8.008300570349274,0.0,1.4398099964558735E10,179979.51892398403
3593,8.082870844793225,0.0,1.7095253362116922E10,209940.10671172963
3594,8.146522460642805,0.0,1.9793711143693012E10,239926.64942009613
3595,8.202041661017452,0.0,2.2492953744514706E10,269919.45168052684
3596,8.25125116059374,0.0,2.5191616967186825E10,299898.77449185547
3597,8.295438009531075,0.0,2.788964217552498E10,329866.9987142161
3598,8.335530661732042,0.0,3.058691237918757E10,359825.83217840217
3599,8.372224167630375,0.0,3.328351505056471E10,389781.06799757533
3600,8.406062734821603,0.0,3.598054939013366E10,419747.8779325566
3601,8.437455620304862,0.0,3.867770624690777E10,449714.6350900581
3602,8.235462518581855,0.0,2.4292230022787975E10,239926.64942009613
3603,8.29546285900682,0.0,2.789123801340086E10,269919.45168052684
3604,8.348162829320232,0.0,3.148964905803322E10,299898.77449185547
3605,8.395144068060151,0.0,3.508723224200315E10,329866.9987142161
3606,8.43752464589838,0.0,3.868385407258024E10,359825.83217840217
3607,8.476126144772591,0.0,4.227963973592108E10,389781.06799757533
3608,8.511578042415906,0.0,4.587575397524011E10,419747.8779325566
3609,8.536388930114951,0.0,4.857291083201422E10,449714.6350900581
3610,8.55985746933382,0.0,5.126992657860791E10,479672.36742715235
3611,8.574820083407948,0.0,5.3067096473786125E10,509619.54643105203
3612,8.58928564646858,0.0,5.486443426091987E10,539569.1036701313
3613,8.603291099935728,0.0,5.666258379288594E10,569534.548903591
3614,8.61685561907289,0.0,5.846028233943528E10,599493.0479006696
3615,8.416869249800936,0.0,3.688708337154413E10,299898.77449185547
3616,8.45728545428386,0.0,4.048466655551406E10,329866.9987142161
3617,8.494249126001014,0.0,4.408128838609115E10,359825.83217840217
3618,8.528304403658833,0.0,4.767707404943199E10,389781.06799757533
3619,8.559885097539716,0.0,5.127318828875102E10,419747.8779325566
3620,8.582149944519493,0.0,5.397034514552513E10,449714.6350900581
3621,8.603327712775188,0.0,5.666736089211882E10,479672.36742715235
3622,8.616887179104797,0.0,5.8464530787297035E10,509619.54643105203
3623,8.630037289918628,0.0,6.026186857443078E10,539569.1036701313
3624,8.6428065797408,0.0,6.206001810639685E10,569534.548903591
3625,8.655208053527392,0.0,6.385771665294619E10,599493.0479006696
3626,8.667256530651159,0.0,6.565410358071248E10,629426.5556349456
3627,8.678976163320309,0.0,6.744993285397532E10,659350.6605683126
3628,8.690389833042778,0.0,6.92460817390594E10,689281.8958695262
3629,8.701507409703707,0.0,7.104160964912384E10,719203.7180732242
3630,8.712345660747754,0.0,7.283683334232596E10,749121.8935813172
3631,7.105199250771955,0.0,1.799711380034652E9,59990.3744297573
3632,7.28132822744299,0.0,2.6998027472239017E9,89993.42251590491
3633,7.406277083461962,0.0,3.599822023267256E9,119994.06949844104
3634,7.503174748020506,0.0,4.499650701123988E9,149988.35568237514
3635,6.8041879878348634,0.0,8.998938128624393E8,29996.460465528708
3636,7.582414488522474,0.0,5.400309244883638E9,119994.06949844104
3637,7.707312073928228,0.0,7.19973238745137E9,149988.35568237514
3638,7.804176089531971,0.0,8.99871458085548E9,179975.157353811
3639,7.8833006606670075,0.0,1.0797050585901098E10,209943.93670785247
3640,7.950225063070899,0.0,1.2595911853769009E10,239923.45602190858
3641,8.008218234021292,0.0,1.4395370536309927E10,269914.17579758406
3642,8.059367001817979,0.0,1.6194653959860197E10,299899.8885318044
3643,7.918120656882376,0.0,1.1698365089786718E10,179975.157353811
3644,8.008236885601226,0.0,1.4395988786089693E10,209943.93670785247
3645,8.082849945919294,0.0,1.7094430732863974E10,239923.45602190858
3646,8.146521224517562,0.0,1.9793654805196083E10,269914.17579758406
3647,8.202036492354065,0.0,2.2492686050706593E10,299899.8885318044
3648,8.251244361279635,0.0,2.5191222569898907E10,329879.726069347
3649,8.295429245865519,0.0,2.7889079393099937E10,359851.0319597935
3650,8.335520659525937,0.0,3.0586207941459263E10,389813.50233730447
3651,8.372221598002515,0.0,3.3283318119466167E10,419781.4462675734
3652,8.395072766469813,0.0,3.508147215758512E10,449751.1229413751
3653,8.165814106459653,0.0,2.0692782616649998E10,239923.45602190858
3654,8.235449698678886,0.0,2.429151295224275E10,269914.17579758406
3655,8.295445455761413,0.0,2.7890120364217503E10,299899.8885318044
3656,8.335555430695406,0.0,3.0588656883409817E10,329879.726069347
3657,8.372263293295605,0.0,3.3286513706610847E10,359851.0319597935
3658,8.406100064849536,0.0,3.598364225497017E10,389813.50233730447
3659,8.437489823166606,0.0,3.868075243297708E10,419781.4462675734
3660,8.457223659330575,0.0,4.047890647109603E10,449751.1229413751
3661,8.476100983557465,0.0,4.227719029776366E10,479719.0414925045
3662,8.485236706552636,0.0,4.317594481076036E10,509677.5306221609
3663,8.494185157874298,0.0,4.407479603348123E10,539639.242892085
3664,8.502956180349106,0.0,4.4973982170279175E10,569612.1133781713
3665,8.511551268666432,0.0,4.5872925872424904E10,599576.9051715172
3666,7.104286613434249,0.0,1.7959333880972443E9,59864.44531430474
3667,7.280336910536143,0.0,2.6936472214524703E9,89788.23828603595
3668,7.405255711810469,0.0,3.591365917359995E9,119712.19811963484
3669,7.5022067571849504,0.0,4.489632671493682E9,149654.42295948748
3670,7.706368257161176,0.0,7.184102768516193E9,119712.19811963484
3671,7.803308583519987,0.0,8.98075751151274E9,149654.42295948748
3672,7.8824774330535945,0.0,1.0776603581665342E10,179574.6111957291
3673,7.949455363268493,0.0,1.2573607873872814E10,209518.23751305722
3674,8.00752947994906,0.0,1.4372558772495266E10,239495.5254803604
3675,8.058740284155101,0.0,1.6171300756757353E10,269469.6746217232
3676,8.10452092356556,0.0,1.7969071819148403E10,299428.68297421135
3677,8.05871407926517,0.0,1.6170325025175116E10,179574.6111957291
3678,8.125696998745298,0.0,1.8866951939867954E10,209518.23751305722
3679,8.183761405558002,0.0,2.156583183696377E10,239495.5254803604
3680,8.234959799464956,0.0,2.426412670332292E10,269469.6746217232
3681,8.280727351800907,0.0,2.6960768556467747E10,299428.68297421135
3682,8.32210694135836,0.0,2.9655954296312984E10,329373.05252573406
3683,8.359885492761482,0.0,3.2351207634861305E10,359314.769616786
3684,8.39465961117672,0.0,3.504811410108434E10,389272.35161037906
3685,8.42685848455636,0.0,3.7745359243685936E10,419236.04568266915
3686,8.456822381142002,0.0,4.044152211776337E10,449193.64416653075
3687,8.308831459989673,0.0,2.876314744935416E10,239495.5254803604
3688,8.360014007346685,0.0,3.2360782294519028E10,269469.6746217232
3689,8.405768748379423,0.0,3.595620133489903E10,299428.68297421135
3690,8.447139807665708,0.0,3.954985619879234E10,329373.05252573406
3691,8.484910971965224,0.0,4.3143573592881805E10,359314.769616786
3692,8.519678138431253,0.0,4.673942012795079E10,389272.35161037906
3693,8.551870966626808,0.0,5.0335708272575455E10,419236.04568266915
3694,8.581828748685616,0.0,5.393044443022148E10,449193.64416653075
3695,8.609838567125722,0.0,5.752330742244731E10,479128.8705872432
3696,8.636145133155434,0.0,6.111536980321765E10,509056.06461683183
3697,8.660951776608737,0.0,6.470787158630396E10,538975.6089057478
3698,8.684416147799062,0.0,6.83001271507643E10,568886.620948517
3699,8.70666139723966,0.0,7.1889719041404E10,598778.3398822235
3700,8.502748399659444,0.0,4.495247026826109E10,299428.68297421135
3701,8.544116207573344,0.0,4.9444890139530464E10,329373.05252573406
3702,8.581883667436562,0.0,5.393726464860144E10,359314.769616786
3703,8.616646318885575,0.0,5.843211524498256E10,389272.35161037906
3704,8.648834506117787,0.0,6.292740620826239E10,419236.04568266915
3705,8.678789021829056,0.0,6.742087428583447E10,449193.64416653075
3706,8.706796900151039,0.0,7.191215266024182E10,479128.8705872432
3707,8.733103297122666,0.0,7.640270160542502E10,509056.06461683183
3708,8.757911760160333,0.0,8.089416678367946E10,538975.6089057478
3709,8.781377012035303,0.0,8.53851771925434E10,568886.620948517
3710,8.803622651677664,0.0,8.987277432502432E10,598778.3398822235
3711,8.824776025440757,0.0,9.43586123727026E10,628654.9463763054
3712,8.844951568721468,0.0,9.884554749016743E10,658547.4649368013
3713,8.864230940178812,0.0,1.033323970627646E11,688445.9422852793
3714,8.882689347800914,0.0,1.0781890880846442E11,718339.7694159871
3715,8.900392143813832,0.0,1.1230465236749915E11,748217.622209586
3716,8.917396482559816,0.0,1.1678904454285063E11,778073.7088647133
3717,8.933755901373274,0.0,1.212722799328881E11,807914.2453208484
3718,8.94951922323116,0.0,1.2575489003254196E11,837747.8160329751
3719,8.964729739834693,0.0,1.3023730934222699E11,867586.3594307391
3720,8.97942583149859,0.0,1.3471982910220854E11,897435.4270791586
3721,8.993639920711114,0.0,1.3920204908092398E11,927289.5370597217
3722,9.007401748146693,0.0,1.4368368939258896E11,957139.7123623622
3723,9.020736919091517,0.0,1.481639871980176E11,986977.760263286
3724,9.03367131793825,0.0,1.526430621857572E11,1016804.8919572623
3725,9.046229239326703,0.0,1.5712127881363284E11,1046625.8777657027
3726,9.058432531269746,0.0,1.6159886668181317E11,1076442.8279861175
3727,9.070299893575356,0.0,1.660755449366021E11,1106252.7331724288
3728,9.08184939833379,0.0,1.7055136661352698E11,1136057.4087727335
3729,9.09309828363573,0.0,1.7502661816577155E11,1165858.8526743094
3730,9.104061710134944,0.0,1.7950127601076718E11,1195655.2468927794
3731,9.114753112631323,0.0,1.8397506054865344E11,1225445.8067191024
3732,9.125185349884744,0.0,1.884478571196569E11,1255228.4981784057
3733,9.135370342006457,0.0,1.9291953514447626E11,1285004.0892689235
3734,9.145319271623178,0.0,1.9739000018013992E11,1314773.6206029847
3735,9.15504313340879,0.0,2.018594195110621E11,1344539.864058457
3736,9.164551433120874,0.0,2.0632760179480673E11,1374299.0428872139
3737,9.173853403857334,0.0,2.107945175488547E11,1404046.8391739402
3738,9.182957334757692,0.0,2.1525995856234357E11,1433779.3334365971
3739,9.191871751052638,0.0,2.1972409203990253E11,1463500.1020998636
3740,9.200605026001451,0.0,2.2418727758743854E11,1493215.2328766107
3741,9.209164110750725,0.0,2.2864939543350888E11,1522923.7516195271
3742,9.217554975490238,0.0,2.3311001453950668E11,1552621.106997855
3743,9.225784869798556,0.0,2.375695827382479E11,1582310.5836140953
3744,9.2338603303169,0.0,2.4202838584458786E11,1611996.4922210295
3745,9.24178740261668,0.0,2.4648664041599554E11,1641680.348505176
3746,9.24957122976868,0.0,2.5094423400618277E11,1671360.4823953372
3747,9.25721676731954,0.0,2.5540110228362357E11,1701035.2021438412
3748,9.264728688518131,0.0,2.598571654651722E11,1730703.6846993517
3749,9.272111486512888,0.0,2.6431237860189313E11,1760364.9461067535
3750,9.279369760823561,0.0,2.687669020218806E11,1790021.293253057
3751,9.286507609359061,0.0,2.7322072652581293E11,1819673.5079290895
3752,9.293528879612992,0.0,2.776738103557744E11,1849320.702721232
3753,9.300437028358477,0.0,2.821259771624486E11,1878960.8666690218
3754,9.307235550159234,0.0,2.8657718056706934E11,1908593.717937039
3755,9.313927773080042,0.0,2.9102737091331866E11,1938219.0591118285
3756,9.320517799831302,0.0,2.9547712865944446E11,1967842.75349431
3757,9.327005982776498,0.0,2.99924580577279E11,1997447.0101147052
3758,9.333391267681025,0.0,3.043668517735814E11,2027001.387185639
3759,9.339682332084495,0.0,3.0880791531318066E11,2056550.3699025179
3760,9.345886128508006,0.0,3.132508274673452E11,2086119.2682046997
3761,9.352005519375059,0.0,3.1769591055276105E11,2115707.057515626
3762,9.358040800528915,0.0,3.2214167491547296E11,2145301.43126893
3763,9.360428555979867,0.0,3.2391769287932886E11,2174890.564364311
3764,8.661112181279664,0.0,6.473177558195306E10,359314.769616786
3765,8.695871612588725,0.0,7.012566451535732E10,389272.35161037906
3766,8.728056832055193,0.0,7.552004583364297E10,419236.04568266915
3767,8.758010449732602,0.0,8.09125513753807E10,449193.64416653075
3768,8.786018323388738,0.0,8.630258426278476E10,479128.8705872432
3769,8.812325865669413,0.0,9.169198443068883E10,509056.06461683183
3770,8.83713602485303,0.0,9.708263574574121E10,538975.6089057478
