Rupture Index,Average Slip (m)
377,3.272991698285561
378,3.4713243325139467
379,3.658940638678368
380,3.8373458270457856
381,4.007935769029377
382,4.1716894702139555
383,4.329220051136842
384,4.481124720862182
385,3.7199511398032636
386,3.9525414552437126
387,4.172153026637662
388,4.380674845850721
389,4.579874504653673
390,4.770882720407976
391,4.954473985237837
392,5.1313938537500405
393,5.3023313116725
394,5.467930362736584
395,5.62875331603089
396,5.785126115096449
397,5.937317060932343
398,4.628868858196243
399,4.863738904728915
400,5.087962168845419
401,5.302828290868511
402,5.509249960982416
403,5.708100981049992
404,5.9001680180524145
405,6.086174946872076
406,6.2667612647139075
407,6.442304412524392
408,6.613121082403385
409,6.7795551211674665
410,6.941973959882493
411,7.100710644474619
412,7.255959952052483
413,7.407842040117788
414,7.556614270446852
415,7.702548860837685
416,7.84576675291545
417,7.986406263084418
418,8.124588146589563
419,8.26041822009636
420,8.394016407118126
421,8.525503102654158
422,8.654986998787827
423,8.782564908835045
424,8.908307572904064
425,9.03228395016256
426,9.154545123608148
427,9.275162123169801
428,9.394207907660784
429,9.511747461848366
430,9.627828712994738
431,9.74250513904731
432,9.855832989647386
433,9.967857675212494
434,10.078615766319169
435,10.188145778996303
436,10.296483757971947
437,10.403664690359168
438,10.509727925746244
439,10.614702495630958
440,10.718619703727088
441,10.821505236780007
442,10.92339204485778
443,11.024315913186259
444,11.124300378663278
445,11.223361017527333
446,11.321531895352651
447,11.418842171959602
448,11.515318331674267
449,11.61097876358198
450,11.705842102497327
451,11.79992589496857
452,11.893247703504922
453,11.985828645975106
454,12.077685570682748
455,12.168834022014709
456,12.259286233086124
457,12.34905657111907
458,12.438158809438436
459,12.526618703375064
460,12.614412917053341
461,12.701499088258414
462,12.787968778696595
463,12.873893320800544
464,12.959289729951902
465,13.044140040286162
466,13.077882611101836
467,5.427664892199349
468,5.669100598710825
469,5.900593246738123
470,6.123230070936737
471,6.337960986205508
472,6.54563958876917
473,6.747025692361797
474,6.942590122157757
475,7.132729357162786
476,7.31784605793639
477,7.498373111064333
478,7.674695317150186
479,7.847034515442883
480,8.015546136176338
481,8.180525584002778
482,8.342278733510092
483,8.500942258371818
484,8.656682929783885
485,8.809650499824503
486,8.95997318216713
487,9.107784721991907
488,9.253216318653296
489,9.372652124093635
490,9.49058760583528
491,9.607067679911394
492,9.722137514217724
493,9.835827358854242
494,9.94818751203761
495,10.059271521919426
496,10.169126811927118
497,10.277786001299681
498,10.38528790119353
499,10.49167486112604
500,10.596979908940856
501,10.701228500829282
502,10.80444858375698
503,10.9066663882226
504,11.007907706422474
505,11.108202974880507
506,11.2075733554908
507,11.306042588204237
508,11.403629486382686
509,11.500360119261297
510,11.59626360981464
511,11.691357771018925
512,11.785653118023546
513,11.879178028455106
514,11.971956482537392
515,12.064010156669164
516,12.155353221876238
517,12.246000275980593
518,12.33596505743819
519,12.425261488574092
520,12.513907056306124
521,12.601915314649407
522,12.689298707492776
523,12.793383605148207
524,12.896606656581081
525,12.998987031090572
526,13.100557123922808
527,13.201298251677104
528,13.3011740251048
529,13.383769878828714
530,13.465893184472957
531,13.547558439400289
532,13.628746754807143
533,13.661045422996885
534,6.195898770078838
535,6.443024534286959
536,6.6809219192206
537,6.910612798096953
538,7.133000142654903
539,7.348679620131352
540,7.55815138824047
541,7.733090859786276
542,7.9041395275175725
543,8.071602669278573
544,8.235640305829731
545,8.396356327523996
546,8.553994256391189
547,8.708813501039097
548,8.86091624253195
549,9.01043705925345
550,9.157497359022349
551,9.302200529931746
552,9.444657598877814
553,9.584979197776681
554,9.700330989507894
555,9.814329629063955
556,9.92701172958663
557,10.038414707450423
558,10.14856203400159
559,10.257497055388209
560,10.365266719681758
561,10.471912446961037
562,10.577461644399511
563,10.68194804893503
564,10.785409139605703
565,10.887873607978102
566,10.98936301808534
567,11.089901574240528
568,11.189512011232114
569,11.288216823034963
570,11.386043207972232
571,11.483009481830145
572,11.579136621185924
573,11.674440928767625
574,11.768945919917286
575,11.862678220530901
576,11.955653518452403
577,12.04788046150881
578,12.1393852606463
579,12.230189924021222
580,12.320314294126703
581,12.409770944182105
582,12.498572934338211
583,12.586732548026614
584,12.674262309992645
585,12.761178298531622
586,12.847492792940686
587,12.93321703494498
588,13.035354422490942
589,13.136676283514365
590,13.237200007354506
591,13.336956055987798
592,13.435924795070763
593,13.534069222041861
594,13.615252299431551
595,13.695987661105248
596,13.776288984305758
597,13.856137137467305
598,13.887906977581055
599,6.975183551857337
600,7.226430357382856
601,7.469312202382755
602,7.675547209800899
603,7.876330639171068
604,8.044353638256183
605,8.20891906367989
606,8.370286704403211
607,8.528581387051933
608,8.68387748628696
609,8.836387597213957
610,8.986342974633963
611,9.133825243029857
612,9.278949422260444
613,9.421819556138264
614,9.562523729048612
615,9.701158799136788
616,9.837822454093626
617,9.950243481508986
618,10.06141092147388
619,10.171356113027876
620,10.28011151599367
621,10.387696277424526
622,10.49414923155922
623,10.599513011879964
624,10.703825105463869
625,10.807109516861852
626,10.909396641255977
627,11.010720728279617
628,11.111107597711563
629,11.21057623811467
630,11.309148362354259
631,11.406844371612125
632,11.50368455021316
633,11.599693911647085
634,11.69488885786035
635,11.789288496866241
636,11.882907434895126
637,11.975767445718601
638,12.067893443221193
639,12.159299667144866
640,12.249993498360958
641,12.339999649844161
642,12.429338767193894
643,12.51802942486879
644,12.606083096269833
645,12.693511779978321
646,12.780326753363234
647,12.866539572337096
648,12.952165332901112
649,13.0372154270528
650,13.12170025893855
651,13.222381762711022
652,13.322281264377093
653,13.42141490671707
654,13.519811783481712
655,13.617451622155405
656,13.714297031024232
657,13.79441946340413
658,13.874112259078162
659,13.95338851156845
660,14.032228937748888
661,14.063600987410654
662,7.646524707675755
663,7.848104218445175
664,8.044581949400841
665,8.209161923832196
666,8.370487791902857
667,8.528799027628512
668,8.684204827578027
669,8.836766427402365
670,8.986682266477596
671,9.134170578274757
672,9.2793036042473
673,9.422187321088035
674,9.562917703965708
675,9.701575700498248
676,9.83825151116219
677,9.973036706191287
678,10.083950398834867
679,10.193659786360483
680,10.302193703091023
681,10.409582244833725
682,10.515842500690486
683,10.62101113180421
684,10.72512868363976
685,10.828230737629976
686,10.930339654335192
687,11.031484204757364
688,11.131697061843965
689,11.231002644835744
690,11.329418687369058
691,11.426965683433409
692,11.523662890547046
693,11.619529507615939
694,11.714589469746194
695,11.808858236686163
696,11.902353993088235
697,11.995090507411662
698,12.087088687980614
699,12.178372594837978
700,12.268955748711143
701,12.35884490342594
702,12.448064020794154
703,12.53663306353687
704,12.624569970349489
705,12.711885665017164
706,12.798591614573033
707,12.884698592141678
708,12.97021766722464
709,13.05516344065142
710,13.139546857745632
711,13.223377900772245
712,13.323291063577313
713,13.422439541300776
714,13.520838846747305
715,13.618517377193378
716,13.715454547570792
717,13.811612783973072
718,13.891173919738744
719,13.970314792858861
720,14.049048198647508
721,14.127354784061536
722,14.158516056666546
723,0.9451363798455619
724,1.1575530105878729
725,1.3366249897956046
726,1.4943878406065136
727,0.6682573375325177
728,1.8901859921573176
729,2.1132571175359924
730,2.3147373464769827
731,2.499901507150008
732,2.672366902933708
733,2.834365724384891
734,2.9875704898622124
735,2.755129438910389
736,2.988057638779116
737,3.20423318351287
738,3.4067762627317055
739,3.597859965117563
740,3.7792288519453914
741,3.9524275395068185
742,4.118425450364233
743,4.277924592805139
744,4.431588298057644
745,3.6596778199972597
746,3.896037425625061
747,4.118757806410326
748,4.329921319137851
749,4.531423205831444
750,4.724415178498876
751,4.909752182934702
752,5.088240772667474
753,5.260601111158154
754,5.427492102876766
755,5.589490968873806
756,5.746936166244682
757,5.900112460337126
758,4.43213207862473
759,4.676969971424011
760,4.909784718478117
761,5.132135555530921
762,5.345169332970616
763,5.5499303891953184
764,5.747320649408716
765,5.938143375318854
766,6.123109717631901
767,6.30266225015291
768,6.477174511912591
769,6.6470394499457885
770,6.812656045622583
771,6.974393579783234
772,7.132449083403377
773,7.286961514991334
774,5.175431637394054
775,5.428117218195716
776,5.669479546734971
777,5.90087692283261
778,6.123452099760117
779,6.338195434338549
780,6.545976719316351
781,6.747376490376648
782,6.942882524209993
783,7.101616754693537
784,7.256866301517603
785,7.408912943924188
786,7.557886890785909
787,7.703871209037146
788,7.847090151824137
789,7.9877641361483915
790,8.125984764518497
791,8.261881476808083
792,8.395571634689064
793,5.938744025722908
794,6.196166228983059
795,6.443224016973
796,6.681126422697357
797,6.910915107360077
798,7.101973315545732
799,7.287973128977671
800,7.439347713993187
801,7.587690144034624
802,7.73323500002787
803,7.876076827011979
804,8.01626864170513
805,8.154002367081532
806,8.289469590205956
807,8.422740530532403
808,8.553923933783526
809,8.683118776928007
810,8.810403387196208
811,8.93585704548277
812,9.059559858178096
813,9.157290009635917
814,9.253982334878497
815,6.647845788359177
816,6.878674839071106
817,7.102074647630583
818,7.288123296196518
819,7.469489144848459
820,7.617257367855153
821,7.7622005112150925
822,7.904532768528324
823,8.044333445888416
824,8.1816426853944
825,8.31663804671662
826,8.449498186075243
827,8.580283869143953
828,8.709094535297538
829,8.836020846025349
830,8.961133872852358
831,9.084506223863139
832,9.206211858131041
833,9.302401414963969
834,9.397600791391614
835,9.491833603851623
836,9.585128084141225
837,9.677498116623216
838,9.76897204442403
839,9.859580370857866
840,0.9450245115846378
841,1.1574595972107644
842,1.336504757000525
843,1.4942124785907052
844,0.6681283313560967
845,1.7680978370380005
846,2.0047474941307093
847,2.2162100777219123
848,2.409085989458562
849,2.5877636854425052
850,2.7549741601772704
851,2.9124712321151986
852,2.672920955459984
853,2.912590417635313
854,3.134111694683086
855,3.3410881488592272
856,3.5358256463028583
857,3.720258576817215
858,3.896137045581929
859,4.064443871662895
860,4.225972835187272
861,4.381461551052163
862,3.4072330203299988
863,3.660059014332494
864,3.896369386239432
865,4.118999423131636
866,4.330366827436623
867,4.53193382805872
868,4.724830064777133
869,4.910065468609226
870,5.0884978034682
871,5.260867000008419
872,5.427838393453114
873,5.589835810650379
874,5.747212191077662
875,4.119234519893435
876,4.3816503327974115
877,4.629382855312186
878,4.86457272780898
879,5.0888294348941425
880,5.3035240261833545
881,5.509789853941972
882,5.708581249919203
883,5.900743360487302
884,6.086855242709363
885,6.267398236509772
886,6.408105910876217
887,6.545785369513107
888,6.680688705309757
889,6.812904213257015
890,6.94249498286623
891,4.8645432825462755
892,5.132563916154145
893,5.387194949538484
894,5.630230632793506
895,5.863126897692537
896,6.08708729454344
897,6.303150943083436
898,6.477711432213002
899,6.647647584622886
900,6.780468894883739
901,6.910733862329083
902,7.038645988920378
903,7.164258439686694
904,7.287603939058507
905,7.408857820612261
906,7.528178064107155
907,7.645613043014124
908,7.761260470904986
909,7.875210813131977
910,5.630327733970786
911,5.863294056409402
912,6.087279896381836
913,6.303280939732903
914,6.512175526181726
915,6.681277063530376
916,6.846162119168793
917,6.975204329935636
918,7.101898281148252
919,7.226427451984021
920,7.34883086243612
921,7.469128927108641
922,7.58748243332491
923,7.704036614435856
924,7.818830713434571
925,7.931953022881446
926,8.043485547748213
927,8.153488313815295
928,8.262017072634901
929,8.36912802548173
930,8.448546657630953
931,8.527217331585234
932,0.9453955008443754
933,1.15791973461328
934,1.3369303036714637
935,1.494364038079463
936,1.8905039695465735
937,2.1132243718635357
938,2.3145064317693524
939,2.499654347823165
940,2.671977187894904
941,2.83392614764396
942,2.987040517905452
943,2.8346501319630315
944,3.0615046739656746
945,3.272679237494957
946,3.471049389384578
947,3.658628255069471
948,3.8371717771044422
949,4.0079086225271725
950,4.171628589089199
951,4.329066633443491
952,4.480895866538227
953,3.779275319960688
954,4.008391119806922
955,4.225003082661687
956,4.431206363091125
957,4.628354098586095
958,4.817380257683255
959,4.999154256522782
960,5.174462101191213
961,5.3440250215071075
962,5.50846667738211
963,5.668158930397486
964,5.823407560093578
965,5.974545640172456
966,4.724012705367578
967,4.954563487531664
968,5.174971360424465
969,5.386295218424884
970,5.589522178191518
971,5.785527142195921
972,5.97510396879487
973,6.15894787836189
974,6.33747809571574
975,6.511045473480592
976,6.680023246458242
977,6.844804278150093
978,7.005743001815865
979,7.163050912298768
980,7.316861856345354
981,7.467446896050283
982,7.6150904813535325
983,7.759922692458156
984,7.902090192536937
985,8.041721029621748
986,8.178927428876692
987,8.313835234318699
988,8.446570200604448
989,8.577245775028095
990,8.705962993582572
991,8.832796228209721
992,8.957817751902006
993,9.081081546875655
994,9.202661472073721
995,9.322633109025265
996,9.441063804617393
997,9.55800354784582
998,9.673507770431566
999,9.78763455713045
1000,9.900430952181027
1001,10.011934991295789
1002,10.122186572868287
1003,10.231223019512626
1004,10.339080509368161
1005,10.445799536369009
1006,10.551410144655192
1007,10.655944604328255
1008,10.759429479890837
1009,10.861898590615194
1010,10.963388557529367
1011,11.063923639709841
1012,11.163520054169927
1013,11.262212571501134
1014,11.36003099348959
1015,11.45700239941223
1016,11.553145702485358
1017,11.648480037156794
1018,11.743023420139147
1019,11.836793861798574
1020,11.929812923510204
1021,12.022097856529081
1022,12.113664583865306
1023,12.204525685422363
1024,12.294695869498346
1025,12.384189233049291
1026,12.473031892623132
1027,12.56120064958473
1028,12.648653195809194
1029,12.735481699743957
1030,12.821757989250669
1031,12.907499334247785
1032,12.992687874639588
1033,13.026563723027653
1034,5.549688541394416
1035,5.785960796267442
1036,6.012843629326703
1037,6.23137960524185
1038,6.442494877013114
1039,6.647006738534761
1040,6.845429186806427
1041,7.038193765032077
1042,7.2257328037210495
1043,7.4085047854411465
1044,7.586915859821624
1045,7.761204477385039
1046,7.931539844567112
1047,8.098230884514411
1048,8.261595443516176
1049,8.421779162063881
1050,8.57895707441336
1051,8.733286164124696
1052,8.88490094895763
1053,9.033940897356564
1054,9.18054235745374
1055,9.300911444141743
1056,9.419745170061633
1057,9.537090514453165
1058,9.652994562662752
1059,9.7674892433547
1060,9.880626557184312
1061,9.99246166063621
1062,10.103043437606091
1063,10.212405777730325
1064,10.320588721801654
1065,10.427635794222637
1066,10.533581069393385
1067,10.638450943148657
1068,10.74227426237038
1069,10.845078096417105
1070,10.946889026997118
1071,11.047738262140417
1072,11.147647643166056
1073,11.246641567250343
1074,11.344739445032088
1075,11.44196794967491
1076,11.538356792518181
1077,11.633924289177203
1078,11.728681397613228
1079,11.822657003013664
1080,11.915875547716414
1081,12.008359137606927
1082,12.100122318955876
1083,12.19118004997881
1084,12.281546409780564
1085,12.371235647311572
1086,12.460265577403238
1087,12.548650051137804
1088,12.636401792369401
1089,12.740918833108363
1090,12.844563518077194
1091,12.947355429608677
1092,13.049327408453568
1093,13.150460997781696
1094,13.250719959234129
1095,13.333628359032303
1096,13.416058599966975
1097,13.498025367630676
1098,13.579509833436001
1099,13.611925333327912
1100,6.338210127511037
1101,6.579898212762138
1102,6.812995842561399
1103,7.038468187543566
1104,7.256957752421142
1105,7.469002364600408
1106,7.6459818445389125
1107,7.818936371980255
1108,7.988185911600949
1109,8.153901884121446
1110,8.316197715404126
1111,8.475326705725292
1112,8.631557089409077
1113,8.784997552919451
1114,8.93578880104691
1115,9.084057657469273
1116,9.229912268474408
1117,9.373468039168369
1118,9.514839582231756
1119,9.631031485114864
1120,9.745840771023074
1121,9.859305667646689
1122,9.971465103368995
1123,10.082343870594105
1124,10.191986680920952
1125,10.300441783085077
1126,10.40775178149769
1127,10.513945110051901
1128,10.619056509256648
1129,10.723124424429718
1130,10.826178407048378
1131,10.928240792754101
1132,11.029336529872076
1133,11.129489049032047
1134,11.228721501828165
1135,11.327061734313267
1136,11.424528630755777
1137,11.521143721088558
1138,11.616923810658689
1139,11.71189292819761
1140,11.806078202797872
1141,11.899495749399223
1142,11.992154590412312
1143,12.084081375087518
1144,12.175298510416035
1145,12.265826209919444
1146,12.3556773694428
1147,12.444865360040623
1148,12.533402759549377
1149,12.621302375828742
1150,12.708580573286822
1151,12.795249889933412
1152,12.881321811589274
1153,12.983867441218353
1154,13.085587975263175
1155,13.186501165338232
1156,13.28663786875101
1157,13.385978641136441
1158,13.484486599583244
1159,13.565966400446069
1160,13.646993341645715
1161,13.727581268570383
1162,13.807711096707253
1163,13.839592103681126
1164,7.133136702717391
1165,7.379089956409266
1166,7.587777607693131
1167,7.790823359849538
1168,7.960651351142278
1169,8.126911889127538
1170,8.28987601528795
1171,8.449677241125345
1172,8.606397234783222
1173,8.760256337053827
1174,8.911492890185063
1175,9.060193661874171
1176,9.20647859624089
1177,9.350456119780677
1178,9.492218186564047
1179,9.63186525072378
1180,9.769498294485558
1181,9.88269658195786
1182,9.994615361295644
1183,10.105287317295758
1184,10.21474617716013
1185,10.323012192572616
1186,10.430125356951338
1187,10.536129414834573
1188,10.641062866713673
1189,10.744950592747754
1190,10.847823850519212
1191,10.949717724888341
1192,11.050658778004365
1193,11.150666663947193
1194,11.249763740635482
1195,11.347971013960034
1196,11.44530934147688
1197,11.541804304773558
1198,11.637472802836308
1199,11.732334429833067
1200,11.826404233251862
1201,11.919704441204946
1202,12.0122604149825
1203,12.10408677197314
1204,12.195191222957199
1205,12.285598873410434
1206,12.37533072586278
1207,12.464405687010665
1208,12.55283551797544
1209,12.640632495316165
1210,12.727808159968838
1211,12.814374321868431
1212,12.900346335065962
1213,12.985735824505214
1214,13.070553414286564
1215,13.171625883603033
1216,13.271907439900744
1217,13.37141455384349
1218,13.470176680305775
1219,13.56817371218553
1220,13.665368356575502
1221,13.74577599301743
1222,13.825749178505236
1223,13.905301160895375
1224,13.984412695292324
1225,14.015891774123462
1226,7.762286008518078
1227,7.960882062811885
1228,8.12715719987978
1229,8.290079053274907
1230,8.449896914017929
1231,8.606727522915483
1232,8.760638459355963
1233,8.911835031744456
1234,9.06054180354651
1235,9.20683556616032
1236,9.35082669145007
1237,9.492615079413522
1238,9.632285151246116
1239,9.769930352104033
1240,9.90564523659697
1241,10.017305134403506
1242,10.12773649177317
1243,10.236969365872335
1244,10.34503500752082
1245,10.451951510858857
1246,10.557756600586044
1247,10.662491844942362
1248,10.76619375898533
1249,10.868885508274513
1250,10.970596659948507
1251,11.071360660426102
1252,11.171202615856226
1253,11.270140875257018
1254,11.368196530745848
1255,11.465389401228991
1256,11.561739218623678
1257,11.657270448043242
1258,11.751999012088092
1259,11.845943549309524
1260,11.93911823993684
1261,12.031544418143822
1262,12.123246564380741
1263,12.21423855311054
1264,12.304527446464471
1265,12.394137576454751
1266,12.483089242313806
1267,12.571400696050661
1268,12.659083132147254
1269,12.746148279525277
1270,12.83260715978687
1271,12.918471082194802
1272,13.003754891833871
1273,13.088469754304874
1274,13.172625859942869
1275,13.272921071550066
1276,13.37244301962243
1277,13.47120752784529
1278,13.569243337633669
1279,13.666530017270981
1280,13.763030081469553
1281,13.842870448316111
1282,13.922285905800383
1283,14.001289396676796
1284,14.079861601807911
1285,14.11112775358235
1286,0.9451793174422737
1287,1.1575844842835783
1288,1.3366491194974737
1289,1.4941899717659057
1290,1.8902121063625574
1291,2.113067851087733
1292,2.314423211632728
1293,2.499718493503957
1294,2.672204542086276
1295,2.8341887406818382
1296,2.9873943778831555
1297,2.8347022488437412
1298,3.0617248598128723
1299,3.273098487268466
1300,3.471548050727979
1301,3.6591830451240805
1302,3.837803222169496
1303,4.008550680582969
1304,4.17225232004762
1305,4.329668077208819
1306,4.481484575311262
1307,3.7797033813391323
1308,4.008892145836921
1309,4.225549586024716
1310,4.431799546589007
1311,4.628946962636821
1312,4.817957859424486
1313,4.999724573831125
1314,5.175033903819461
1315,5.344597512478679
1316,5.509034535397318
1317,5.6687148179682945
1318,5.823948797136321
1319,5.975088081184609
1320,4.580512990531154
1321,4.817991014852548
1322,5.044389662371419
1323,5.260977775037794
1324,5.4688919813016845
1325,5.66910460620416
1326,5.862473823530076
1327,6.049754159015304
1328,6.231420735571521
1329,6.407873497982954
1330,6.579527848792509
1331,6.746801894796571
1332,6.910080995054369
1333,7.069574500227397
1334,7.225431609005079
1335,7.3779438269760975
1336,5.345232322244863
1337,5.590174472913308
1338,5.824723255764089
1339,6.050100692447863
1340,6.267357843771157
1341,6.4774118582734435
1342,6.680878898525027
1343,6.87827531219114
1344,7.0384667500446145
1345,7.195079034224301
1346,7.348404243479515
1347,7.498580418196552
1348,7.645697205245364
