Section Index,Slip Rate (m/yr),Slip Rate Standard Deviation (m/yr)
361,0.039745658874511716,0.0
362,0.039745658874511716,0.0
363,0.039745658874511716,0.0
364,0.04012236404418945,0.0
365,0.04012236404418945,0.0
366,0.04012236404418945,0.0
367,0.04012236404418945,0.0
368,0.04012236404418945,0.0
369,0.040499069213867187,0.0
370,0.040499069213867187,0.0
371,0.040499069213867187,0.0
372,0.040499069213867187,0.0
373,0.040499069213867187,0.0
374,0.04087577438354492,0.0
375,0.04087577438354492,0.0
376,0.04087577438354492,0.0
377,0.04087577438354492,0.0
378,0.04087577438354492,0.0
379,0.04125247955322266,0.0
380,0.04125247955322266,0.0
381,0.04125247955322266,0.0
382,0.04125247955322266,0.0
383,0.04125247955322266,0.0
384,0.04162918472290039,0.0
385,0.04162918472290039,0.0
386,0.04162918472290039,0.0
387,0.04162918472290039,0.0
388,0.04162918472290039,0.0
389,0.04200588989257813,0.0
390,0.04200588989257813,0.0
391,0.04200588989257813,0.0
392,0.04200588989257813,0.0
393,0.04200588989257813,0.0
394,0.04238259506225586,0.0
395,0.04238259506225586,0.0
396,0.04238259506225586,0.0
397,0.04238259506225586,0.0
398,0.04238259506225586,0.0
399,0.04238259506225586,0.0
400,0.0427593002319336,0.0
401,0.0427593002319336,0.0
402,0.0427593002319336,0.0
403,0.0427593002319336,0.0
404,0.0427593002319336,0.0
405,0.0427593002319336,0.0
406,0.043136005401611326,0.0
407,0.043136005401611326,0.0
408,0.043136005401611326,0.0
409,0.043136005401611326,0.0
410,0.043136005401611326,0.0
411,0.043136005401611326,0.0
412,0.043512706756591794,0.0
413,0.043512706756591794,0.0
414,0.043512706756591794,0.0
415,0.043512706756591794,0.0
416,0.043512706756591794,0.0
417,0.043512706756591794,0.0
418,0.04388941192626953,0.0
419,0.04388941192626953,0.0
420,0.04388941192626953,0.0
421,0.04388941192626953,0.0
422,0.04388941192626953,0.0
423,0.04388941192626953,0.0
424,0.044266117095947265,0.0
425,0.044266117095947265,0.0
426,0.044266117095947265,0.0
427,0.044266117095947265,0.0
428,0.044266117095947265,0.0
429,0.044266117095947265,0.0
430,0.044642822265625,0.0
431,0.044642822265625,0.0
432,0.044642822265625,0.0
433,0.044642822265625,0.0
434,0.044642822265625,0.0
435,0.045019527435302735,0.0
436,0.045019527435302735,0.0
437,0.045019527435302735,0.0
438,0.045019527435302735,0.0
439,0.045019527435302735,0.0
440,0.04539623260498047,0.0
441,0.04539623260498047,0.0
442,0.04539623260498047,0.0
443,0.04539623260498047,0.0
444,0.04539623260498047,0.0
445,0.045772937774658205,0.0
446,0.045772937774658205,0.0
447,0.045772937774658205,0.0
448,0.045772937774658205,0.0
449,0.045772937774658205,0.0
450,0.04614964294433594,0.0
451,0.04614964294433594,0.0
